x,y,Label
-0.16225372467240584,-1.6273461959903148,1
-0.47038192569936044,-0.9444991514014554,1
1.1008828152848213,0.5531410504755119,1
1.4061634575970752,1.9385699368574763,1
0.4793511971450979,-1.158562990194436,1
0.31838596031175426,1.7414760053076255,1
-1.7332144989099731,1.1318107014205219,1
-0.3807051007569049,1.9071774111788211,1
-0.5504169603456286,-1.4954109883618352,1
1.3593675746874454,-1.911978264830633,1
-1.902753314961405,-1.6755417172136196,1
-0.7318686286283098,-0.144173776737488,1
0.7191690819913545,0.5584577976372183,1
-0.6498400523968972,1.0089477732927854,1
-0.7640903400159744,0.3993466856603263,1
-0.35489164375338467,0.43285289784339387,1
1.950720894431191,0.036707444599444194,1
1.1542386036256165,0.3114218940401785,1
-1.300893945082433,-1.6989893772698208,1
-0.34379285246633495,1.8705834838950928,1
0.6463374796515526,0.3314251183251069,1
-0.683712180774164,0.7007748717437825,1
-1.8684954538853278,1.5737421463731645,1
-1.108456975775319,-1.7669096312489256,1
-1.0544800906128131,1.0891980442836635,1
1.2994097648745444,0.9941318349503785,1
-1.9556837448659254,-0.2780348025599966,1
-0.2295393546787916,1.9918244452931915,1
-0.4083042716847607,0.4534202488164554,1
-1.6214405364170656,-1.2424529598249285,1
1.4050605281349657,1.6757466417921307,1
-0.3103325518686142,-1.0436741168515398,1
0.32963447889625197,0.8500182463376964,1
-0.3075313889607423,-0.7449784568967748,1
-1.6016413887078378,1.6402792807286577,1
0.5415579294351751,0.08968829116645072,1
-0.6819538815525408,-1.2266358384639715,1
1.5599404858584758,-0.5457142400072028,1
0.5649762301947105,1.6799024264306488,1
1.1719801914013264,1.1385413795397734,1
-0.702604983721264,-1.1937621376258218,1
-1.2652877617691054,-1.766519844841878,1
-0.41658826153274164,-0.14641012600438685,1
-1.719891088912695,1.388168029689567,1
-1.9923471672067055,-1.098098471150542,1
-1.9710528513205237,-1.1491187803194007,1
0.8355621254139294,-0.5905553190918571,1
-0.5215700346206034,0.05498732763562497,1
0.47076997549435795,0.21946013501387363,1
1.5283992992115532,-0.27071329462625826,1
-1.6609621989987162,-1.9271085347059111,1
1.1602951017435301,-1.219264722810403,1
-0.3553321563590903,-1.0326113715638465,1
0.0037405036622164545,1.1022360415541654,1
1.9348586011761415,-0.3365619067759895,1
1.9335535055063873,-1.6178287609970807,1
