x,y
3.2956362865188753,2240.1507749763277
2.8528866461609805,3910.122642091972
3.881665705241814,3074.562431414076
2.0819484337027587,2398.5892756109756
2.8379099630771285,1256.7498019947172
2.662302131693272,2679.6503872821145
3.884801548836183,2330.4582159778756
2.346467145921861,1739.818202278065
3.527788863641923,3693.084848480392
2.760630642062953,2831.473412243039
3.8836722303500917,2785.059257471668
3.174073424566874,1064.3376136255436
3.0363630209092247,2690.561113129283
2.208550930478871,2332.6086467472633
3.4754126054904457,3654.9027714714116
2.0511630989060032,2568.125912622043
3.3479998593253324,3047.8101647938447
2.1534992150059677,1526.1583362361102
3.9683340857988934,2916.5244202403264
2.0036801453065136,2718.0697061286282
2.9222664831318865,2257.4358592100252
3.5252078718212876,3130.9431348121684
3.1013262216703614,1654.6169705813304
2.033798921970007,1643.025881245753
2.566587991003929,1250.8809771228955
3.953592278460966,1181.8809734314339
2.3810616158617774,2735.3470303674503
3.4040567868326095,2635.175924193618
2.7314148588143388,2859.621922708523
2.5811645984729523,2683.1329841740644
3.9652764569429166,3834.175620920163
3.6497400292017668,1134.6519727622333
2.4170786636203587,3515.776081795288
3.269819755082691,3274.0892232166884
2.9832491644011725,1999.933923568595
3.3144710828706723,2353.453555464454
3.1936500191156556,1715.0839887977452
3.3957910060115237,1007.3015000990255
3.881827805444992,3316.982767609745
2.0021251094565202,2046.7305023236158
2.8546434058310997,3577.9237117667635
2.3401984122252433,3837.705148075141
2.3790949763309905,3946.9634619176454
2.3941054303346685,2042.0651349897394
3.387344478326137,3139.4603102364204
3.8818981316125436,1370.8732110552628
2.63116733243252,3751.117058095835
2.220660132362223,3450.8506862691397
3.945634483079248,2967.680707519409
3.242563349689755,2864.2032066514093
3.101091236603088,2786.725013522696
2.1349138831434153,3509.92447234907
3.5860993889566863,2127.506836441781
2.4634630351760443,1602.405764436357
2.438551039384448,1953.4858396037137
2.4028484130579684,2492.8903380571282
3.3709300925138033,3870.477639924831
2.986453966370362,1221.2918713981167
2.5268886940499224,1714.7991096356172
3.1774263980235626,3603.1331326579525
3.8551689337418233,3288.750612541036
3.7774026073858926,2674.5307150813924
2.6369820353027844,1928.9100984826414
3.9127026743669457,1692.9025687245162
3.5463949239827,1919.3950136806611
2.398201624142915,3764.812574975505
2.733822083238095,2635.805548787155
3.982253538673997,1152.9831499281147
2.9171587199698674,2956.790781978176
2.2086519088440975,2706.6982346872373
2.399286799880766,2300.898379452811
2.5042675052938033,2896.6863201111146
2.661104384859179,3759.936971935647
3.763136732295927,3050.7441219014113
2.12581956963367,2980.516505550019
3.607485169784053,1630.507577814122
3.0323267336221056,2200.4389440410678
3.618148966350386,2733.2499480455645
3.2163489455721535,1403.1803012186172
3.7311698970506004,1746.847018708655
2.7424582065226293,1281.8002886181584
3.419458204382698,2109.271938709751
3.7366718464565913,3277.0185796862447
3.1277082694586085,2567.9606912437566
2.3028854957585656,2161.5819607920394
3.4688883016044603,2706.9309210656547
3.3985353569172077,1990.8393370610574
2.3683992919107624,3908.659171607187
2.669855981654927,2121.6805527765046
3.3848575815015716,2683.245510117012
3.8798371586765863,1871.6479106638972
2.6508849789137736,2059.3106648138905
3.3648703175280064,1420.611359508381
3.284109399377034,3700.048491416172
2.9587827195041045,1063.2575353586012
3.2933116541412586,1420.5845446974786
2.272871872169941,3140.2742222630745
3.7909099851324686,3607.8874753808277
3.2799764002024414,2598.9946672427905
2.0438797754832194,2737.704724515987
